StateAbbr,CityName,UniqueID,CityFIPS,TractFIPS,Data_Value,Population2010,Lat,Lon,Walk Score
CA,Concord,0616000-06013333101,616000,6013333101,26.0,3417,37.9628857348,-121.972621945,21
CA,Los Angeles,0644000-06037104320,644000,6037104320,30.5,5998,34.2731324072,-118.420249125,74
CA,Oceanside,0653322-06073018608,653322,6073018608,21.8,3175,33.2544544083,-117.323193634,19
CA,Los Angeles,0644000-06037183220,644000,6037183220,26.0,4114,34.1199722328,-118.189286157,79
CA,Los Angeles,0644000-06037221302,644000,6037221302,33.8,4403,34.0417456465,-118.311492073,85
CA,Lynwood,0644574-06037540300,644574,6037540300,32.9,5267,33.9335730138,-118.219622622,77
CA,Compton,0615044-06037542900,615044,6037542900,32.0,3285,33.8918787109,-118.245365305,54
CA,Sunnyvale,0677000-06085509000,677000,6085509000,24.0,7407,37.3922706595,-122.021678799,71
CA,Riverside,0662000-06065042003,662000,6065042003,25.1,741,33.8767538345,-117.343885498,11
CA,Moreno Valley,0649270-06065042517,649270,6065042517,32.9,3278,33.9119021511,-117.213153951,26
CA,Fresno,0627000-06019004207,627000,6019004207,25.2,7357,36.8144277795,-119.901553864,6
CA,Stockton,0675000-06077003700,675000,6077003700,37.3,127,37.9192481809,-121.211449308,0
CA,Moreno Valley,0649270-06065042411,649270,6065042411,28.7,2540,33.9673211032,-117.237144723,17
CA,Los Angeles,0644000-06037134101,644000,6037134101,24.8,4922,34.2143035178,-118.566643267,47
CA,Los Angeles,0644000-06037139303,644000,6037139303,25.7,4186,34.1762844552,-118.533307344,63
CA,Napa,0650258-06055200707,650258,6055200707,23.2,3152,38.3234476171,-122.320542618,44
CA,Fremont,0626000-06001442400,626000,6001442400,19.8,6253,37.5313807021,-121.973779294,58
CA,Mountain View,0649670-06085509304,649670,6085509304,19.5,2870,37.4164757153,-122.094258539,76
CA,Clovis,0614218-06019005514,614218,6019005514,21.3,3961,36.8448036469,-119.72029815,42
CA,Folsom,0624638-06067008506,624638,6067008506,18.0,2520,38.6710122286,-121.141875324,37
CA,Oakland,0653000-06001406300,653000,6001406300,26.0,4113,37.7892881166,-122.225012511,76
CA,Long Beach,0643000-06037575202,643000,6037575202,27.1,4916,33.7858671092,-118.170460364,88
CA,Long Beach,0643000-06037575801,643000,6037575801,38.8,2446,33.7791670666,-118.202315211,73
CA,Murrieta,0650076-06065050300,650076,6065050300,23.1,11149,33.586267061,-117.152168455,2
CA,West Covina,0684200-06037407900,684200,6037407900,21.1,2008,34.0390617932,-117.923376543,54
CA,Santa Ana,0669000-06059089104,669000,6059089104,26.0,2266,33.7576729936,-117.911223908,57
CA,Buena Park,0608786-06059110304,608786,6059110304,17.4,3790,33.8424141066,-118.026486592,50
CA,Los Angeles,0644000-06037228310,644000,6037228310,36.7,4449,34.0113509388,-118.262416023,77
CA,Huntington Beach,0636000-06059099216,636000,6059099216,19.4,4000,33.6802769502,-117.94849102,47
CA,Ontario,0653896-06071012700,653896,6071012700,25.5,4052,34.0490468,-117.555771507,32
CA,Clovis,0614218-06019005802,614218,6019005802,21.6,4195,36.8001730046,-119.672783514,24
CA,San Jose,0668000-06085503218,668000,6085503218,29.3,4471,37.2804987053,-121.829911622,68
CA,Elk Grove,0622020-06067009612,622020,6067009612,24.2,5073,38.4158558722,-121.412219211,50
CA,Los Angeles,0644000-06037211000,644000,6037211000,18.0,4431,34.0677859357,-118.331741474,41
CA,El Monte,0622230-06037433305,622230,6037433305,28.2,4893,34.0703231865,-118.012710421,51
CA,Los Angeles,0644000-06037123203,644000,6037123203,32.3,3765,34.1962417772,-118.391129653,72
CA,San Jose,0668000-06085504102,668000,6085504102,25.4,1897,37.3648781895,-121.81272677,30
CA,Whittier,0685292-06037501900,685292,6037501900,26.0,4213,33.9558907341,-118.027464547,72
CA,Long Beach,0643000-06037576402,643000,6037576402,31.0,5181,33.7789756096,-118.174161766,86
CA,Los Angeles,0644000-06037232800,644000,6037232800,37.6,3823,33.9923979403,-118.277188179,78
CA,Turlock,0680812-06099003700,680812,6099003700,29.8,2742,37.481746383,-120.872774049,16
CA,Pasadena,0656000-06037462002,656000,6037462002,32.6,3942,34.16334067,-118.14836115,74
CA,Orange,0653980-06059075810,653980,6059075810,18.2,340,33.8074339636,-117.817024755,28
CA,Pasadena,0656000-06037462900,656000,6037462900,20.7,3818,34.1537401239,-118.090016277,65
CA,Upland,0681344-06071000818,681344,6071000818,23.0,5428,34.1142472396,-117.660736616,57
CA,Los Angeles,0644000-06037125600,644000,6037125600,21.2,2657,34.1578941303,-118.356861351,67
CA,San Diego,0666000-06073008355,666000,6073008355,15.2,3365,32.9217551107,-117.126605426,73
CA,Long Beach,0643000-06037570502,643000,6037570502,27.9,6616,33.8674704316,-118.166802099,60
CA,San Jose,0668000-06085502301,668000,6085502301,21.5,3245,37.3010966217,-121.90706141,59
CA,Chula Vista,0613392-06073013417,613392,6073013417,20.0,2087,32.6577038594,-116.984038298,21
CA,Fresno,0627000-06019001301,627000,6019001301,36.4,5653,36.7322587483,-119.749992333,52
CA,Oxnard,0654652-06111008900,654652,6111008900,27.5,3590,34.1720578178,-119.189832823,62
CA,Mountain View,0649670-06085509802,649670,6085509802,17.6,2719,37.3787633194,-122.082343485,72
CA,Santa Ana,0669000-06059074109,669000,6059074109,27.7,3801,33.7211061253,-117.898683685,43
CA,Los Angeles,0644000-06037127400,644000,6037127400,31.4,5818,34.2108227419,-118.478685553,56
CA,Fresno,0627000-06019005605,627000,6019005605,21.7,1470,36.8303072692,-119.732754044,33
CA,Long Beach,0643000-06037576502,643000,6037576502,29.8,4543,33.7719180183,-118.174090579,90
CA,Garden Grove,0629000-06059088501,629000,6059088501,22.5,6785,33.7743061502,-117.926320697,71
CA,Alameda,0600562-06001427600,600562,6001427600,22.9,4722,37.7778322183,-122.283597907,76
CA,Los Angeles,0644000-06037261102,644000,6037261102,20.2,4362,34.1132058606,-118.424885343,2
CA,Torrance,0680000-06037651101,680000,6037651101,16.7,5103,33.8083077961,-118.337281589,36
CA,Los Angeles,0644000-06037131702,644000,6037131702,25.9,3751,34.2046935686,-118.548732075,59
CA,Costa Mesa,0616532-06059063605,616532,6059063605,29.7,5672,33.6376790224,-117.927305819,83
CA,Norwalk,0652526-06037552301,652526,6037552301,24.8,4900,33.9126442881,-118.06484692,52
CA,Anaheim,0602000-06059087002,602000,6059087002,21.9,6922,33.8249718598,-117.971765748,71
CA,San Jose,0668000-06085512043,668000,6085512043,28.0,6129,37.2618681944,-121.804867293,40
CA,Chino Hills,0613214-06071000115,613214,6071000115,17.6,7053,33.9525572628,-117.678553322,24
CA,Garden Grove,0629000-06059076103,629000,6059076103,23.0,7859,33.7821662245,-117.901991063,61
CA,Huntington Beach,0636000-06059099238,636000,6059099238,18.4,4031,33.6650487456,-117.958072221,48
CA,San Diego,0666000-06073009510,666000,6073009510,23.0,5087,32.8171162453,-117.109306997,23
